29,"[(460, 0.5005556)]"
30,"[(188, 0.20022222), (460, 0.20022222), (607, 0.20022222), (657, 0.20022222)]"
31,"[(34, 0.1251389), (149, 0.1251389), (175, 0.24912287), (460, 0.1251389), (661, 0.2511549)]"
32,"[(242, 0.33370373), (460, 0.33370373)]"
33,"[(34, 0.05888889), (275, 0.25892928), (433, 0.058888882), (456, 0.05888889), (460, 0.058888882), (484, 0.0843972), (543, 0.058888882), (582, 0.05888889), (614, 0.05888889), (647, 0.068634294), (688, 0.058888882), (896, 0.05888889)]"
34,"[(34, 0.1251389), (54, 0.47746167), (460, 0.14781609), (732, 0.1251389)]"
35,"[(53, 0.07150794), (188, 0.07150793), (247, 0.07150794), (297, 0.35722223), (460, 0.071507946), (508, 0.07150794), (583, 0.1429365), (695, 0.07150793)]"
36,"[(86, 0.16685183), (242, 0.16685186), (301, 0.16685183), (688, 0.3335185)]"
37,"[(86, 0.111234546), (848, 0.77701384)]"
38,"[(86, 0.16685183), (242, 0.16685186), (244, 0.16685186), (699, 0.3335185)]"
39,"[(86, 0.16685183), (242, 0.16685186), (244, 0.16685186), (699, 0.3335185)]"
40,"[(86, 0.0910101), (299, 0.12269666), (312, 0.091010116), (438, 0.22411655), (551, 0.1080353), (648, 0.09101009), (688, 0.18191919)]"
41,"[(86, 0.03575397), (200, 0.49669775), (291, 0.037533674), (334, 0.03575397), (417, 0.037069473), (427, 0.03575397), (579, 0.07146572), (592, 0.03600069), (697, 0.07146825), (699, 0.035753973), (726, 0.03575397), (754, 0.035753965)]"
42,"[(111, 0.10011113), (119, 0.2001111), (239, 0.4001111), (513, 0.10011113), (866, 0.10011111)]"
43,"[(55, 0.031284723), (108, 0.031284723), (113, 0.032448657), (119, 0.032659337), (121, 0.031284723), (220, 0.031284723), (359, 0.033590205), (426, 0.7451907)]"
44,"[(53, 0.16675925), (73, 0.08342593), (119, 0.08342593), (242, 0.08342593), (309, 0.08342593), (462, 0.08342592), (515, 0.08342593), (771, 0.083418764), (839, 0.08342592), (873, 0.08342592)]"
45,"[(119, 0.20022222), (309, 0.20022222), (503, 0.20022222), (819, 0.20022222)]"
46,"[(119, 0.1770153), (428, 0.090682775), (558, 0.08342592), (768, 0.39924636), (771, 0.08342592), (866, 0.08342592)]"
47,"[(56, 0.038464468), (119, 0.031264868), (218, 0.027057057), (302, 0.5211526), (357, 0.0392392), (385, 0.027057061), (397, 0.027057055), (433, 0.05449257), (465, 0.027098246), (500, 0.039074726), (607, 0.05897551), (708, 0.027057055), (868, 0.028345939), (888, 0.027057057)]"
48,"[(19, 0.111234576), (56, 0.111234576), (102, 0.11123456), (119, 0.111234576), (212, 0.22234567), (242, 0.11123456), (896, 0.111234576)]"
49,"[(88, 0.08342592), (119, 0.08342593), (177, 0.08342593), (187, 0.08342592), (309, 0.16675925), (345, 0.08342592), (597, 0.08342592), (631, 0.08342592), (769, 0.08342593), (872, 0.08342592)]"
50,"[(119, 0.16685185), (239, 0.16685185), (860, 0.16685186), (881, 0.16685185), (888, 0.16685185)]"
51,"[(119, 0.33370373), (326, 0.33370373)]"
52,"[(119, 0.078103796), (153, 0.18361335), (188, 0.04171296), (220, 0.041712966), (222, 0.083379626), (351, 0.04171296), (506, 0.04171296), (558, 0.04171296), (688, 0.04171296), (733, 0.06250684), (747, 0.04171296), (787, 0.04171296), (861, 0.041712966), (875, 0.092627876), (888, 0.083379626)]"
53,"[(119, 0.053417224), (122, 0.6765397), (256, 0.05269006), (544, 0.05269006), (697, 0.059094805), (737, 0.053287376)]"
54,"[(119, 0.33370367), (819, 0.33370373)]"
55,"[(78, 0.10724007), (119, 0.12812549), (126, 0.09101009), (171, 0.09101009), (239, 0.115865685), (359, 0.17954199), (521, 0.09101009), (665, 0.106095485)]"
56,"[(104, 0.066740744), (119, 0.066740744), (159, 0.06674074), (291, 0.06674074), (309, 0.066740744), (338, 0.066740744), (424, 0.20007406), (437, 0.066740744), (452, 0.06674074), (632, 0.066740744), (711, 0.06674075), (875, 0.06674074)]"
57,"[(68, 0.6251389), (113, 0.1251389), (119, 0.1251389)]"
58,"[(7, 0.022752525), (51, 0.022752525), (60, 0.054429736), (77, 0.25985453), (118, 0.022752525), (220, 0.022752525), (305, 0.17848116), (344, 0.024074338), (359, 0.053622376), (413, 0.022752525), (437, 0.022752525), (515, 0.03694367), (577, 0.06820708), (606, 0.022752525), (619, 0.0273467), (648, 0.022752525), (747, 0.022752525), (755, 0.022976233), (776, 0.024316715), (820, 0.022752525)]"
59,"[(77, 0.285873), (122, 0.14301588), (305, 0.14301588), (462, 0.14301588), (614, 0.14301586)]"
60,"[(61, 0.095304005), (247, 0.038103394), (447, 0.03337037), (579, 0.7667036), (772, 0.033370364)]"
61,"[(605, 0.667037)]"
62,"[(77, 0.33370373), (768, 0.33370373)]"
63,"[(462, 0.2502778), (477, 0.2502778), (873, 0.2502778)]"
64,"[(266, 0.10011111), (520, 0.70011115), (651, 0.10011113)]"
65,"[(111, 0.05888889), (311, 0.072958805), (322, 0.05888889), (465, 0.058888882), (610, 0.05888889), (665, 0.44620582), (753, 0.05888889), (771, 0.069266774), (873, 0.05888889)]"
66,"[(188, 0.10011111), (218, 0.100111105), (398, 0.100111105), (446, 0.10011111), (488, 0.10011111), (716, 0.100111105), (852, 0.30011111)]"
67,"[(46, 0.0910101), (53, 0.0910101), (149, 0.17055744), (161, 0.0910101), (312, 0.0910101), (323, 0.09101009), (349, 0.09101009), (557, 0.09101009), (698, 0.011462777), (792, 0.0910101)]"
68,"[(79, 0.07700854), (168, 0.15393162), (465, 0.07700855), (779, 0.07700855), (792, 0.38470083), (895, 0.15393162)]"
69,"[(188, 0.1251389), (322, 0.25013888), (460, 0.12513888), (597, 0.12513891), (792, 0.2501389)]"
70,"[(41, 0.031284723), (60, 0.03288818), (215, 0.042346697), (223, 0.3513436), (242, 0.03448042), (349, 0.0327915), (371, 0.03284396), (516, 0.031284723), (580, 0.031284723), (595, 0.031284723), (693, 0.031284727), (698, 0.031284723), (771, 0.059697907), (863, 0.07125191), (889, 0.12391837)]"
71,"[(456, 0.5001389), (521, 0.12513888), (551, 0.1251389), (863, 0.12513891)]"
72,"[(60, 0.055363603), (93, 0.04767196), (247, 0.06262759), (334, 0.056336805), (579, 0.04767196), (649, 0.056067217), (854, 0.41607717), (863, 0.16336888), (871, 0.047671955)]"
73,"[(447, 0.25027776), (856, 0.2502778), (863, 0.25027776)]"
74,"[(37, 0.10532163), (60, 0.05269006), (71, 0.5022952), (621, 0.05269006), (649, 0.05904292), (863, 0.12031282), (889, 0.05542511)]"
75,"[(34, 0.043526568), (71, 0.17396136), (104, 0.047078878), (222, 0.04352657), (301, 0.04352657), (350, 0.2301701), (492, 0.04352657), (548, 0.1306868), (607, 0.045812447), (683, 0.043526568), (863, 0.048219655), (889, 0.06353934)]"
76,"[(359, 0.25027776), (462, 0.2502778), (649, 0.25027776)]"
77,"[(73, 0.6429365), (351, 0.07150793), (488, 0.07150793), (520, 0.07150794), (680, 0.07150794)]"
78,"[(63, 0.3335185), (462, 0.16685186), (521, 0.16685186), (783, 0.16685186)]"
79,"[(1, 0.041712966), (25, 0.04171296), (64, 0.041712966), (230, 0.04171296), (349, 0.08954975), (450, 0.041712966), (555, 0.098891), (667, 0.04171296), (706, 0.04171296), (768, 0.1137219), (772, 0.041712966), (785, 0.041712966), (790, 0.12504628), (825, 0.070174076), (836, 0.041712966), (875, 0.04456142)]"
80,"[(96, 0.42865077), (135, 0.07150793), (385, 0.07150794), (450, 0.07150794), (490, 0.14267382), (592, 0.07177062), (880, 0.07150794)]"
81,"[(551, 0.16232216), (671, 0.39200887), (695, 0.14809915), (751, 0.1553476)]"
82,"[(67, 0.066740744), (218, 0.070721895), (449, 0.06674075), (466, 0.06674074), (494, 0.066740744), (635, 0.12090238), (642, 0.06686644), (671, 0.073218204), (745, 0.18641327), (775, 0.066740744), (888, 0.082322225)]"
83,"[(62, 0.08460145), (136, 0.09364169), (149, 0.07150753), (359, 0.075458005), (377, 0.2362553), (583, 0.07150794), (640, 0.14647064), (671, 0.07150794), (754, 0.07833456)]"
84,"[(496, 0.08342594), (583, 0.42150986), (598, 0.08342593), (607, 0.08342593), (745, 0.16200863), (754, 0.08342593)]"
85,"[(68, 0.03229391), (151, 0.15931575), (195, 0.03229391), (215, 0.047548424), (288, 0.041654393), (445, 0.032293912), (449, 0.035187222), (495, 0.032820586), (607, 0.06864385), (656, 0.10338911), (659, 0.13908643), (671, 0.14514099), (771, 0.03229391), (786, 0.032293912), (848, 0.03402324)]"
86,"[(18, 0.45429337), (56, 0.0910101), (111, 0.0910101), (421, 0.09101009), (583, 0.091363214), (710, 0.0910101)]"
87,"[(84, 0.065672114), (104, 0.058673277), (215, 0.07326288), (291, 0.14659277), (359, 0.12496609), (369, 0.07192853), (480, 0.062097497), (535, 0.055617288), (626, 0.055617288), (711, 0.06396733), (747, 0.055617288), (891, 0.11117283)]"
88,"[(7, 0.07150793), (45, 0.13795915), (135, 0.071507946), (203, 0.07648529), (374, 0.07540977), (413, 0.11394168), (427, 0.23945808), (616, 0.07150794), (702, 0.07150794)]"
89,"[(7, 0.07150792), (45, 0.13795622), (135, 0.071507946), (203, 0.07648823), (374, 0.075400166), (413, 0.11414479), (427, 0.23926456), (616, 0.07150793), (702, 0.07150793)]"
90,"[(312, 0.16685186), (607, 0.16685183), (694, 0.16685186), (745, 0.16685186), (771, 0.16685183)]"
91,"[(173, 0.08342593), (247, 0.16675925), (413, 0.08342593), (436, 0.16675925), (491, 0.08342593), (583, 0.08342594), (604, 0.16675925), (886, 0.08342592)]"
92,"[(17, 0.017876983), (21, 0.017876983), (22, 0.020413388), (35, 0.025689986), (41, 0.05247473), (116, 0.020909315), (159, 0.19808336), (181, 0.018465826), (233, 0.038432263), (253, 0.060580302), (329, 0.021278573), (361, 0.040104534), (387, 0.018559042), (413, 0.019830469), (436, 0.050203566), (468, 0.017876985), (551, 0.01847024), (555, 0.018171092), (597, 0.017876983), (604, 0.05359127), (640, 0.021963077), (661, 0.11988507), (756, 0.017876983), (794, 0.017876985), (813, 0.01815681), (875, 0.017938245), (888, 0.020595247)]"
93,"[(135, 0.20391387), (137, 0.09101009), (232, 0.0910101), (598, 0.15992455), (610, 0.0910101), (615, 0.0910101), (658, 0.09101009), (669, 0.09101009)]"
94,"[(7, 0.055617288), (135, 0.055617288), (213, 0.3972029), (267, 0.05588065), (359, 0.07531668), (515, 0.07539545), (530, 0.055617288), (671, 0.118735164), (881, 0.055617288)]"
95,"[(86, 0.038504276), (96, 0.07696581), (136, 0.03850427), (175, 0.059613332), (228, 0.19798821), (359, 0.09425712), (445, 0.038504276), (607, 0.041837845), (625, 0.038504276), (684, 0.038504276), (699, 0.038504276), (745, 0.099736735), (842, 0.12181922), (847, 0.038892813)]"
96,"[(2, 0.111234576), (135, 0.22234567), (294, 0.111234576), (359, 0.111234576), (607, 0.111234576), (745, 0.22234567)]"
97,"[(76, 0.07700854), (176, 0.07700855), (359, 0.11134446), (385, 0.07700855), (657, 0.26439005), (671, 0.08606032), (683, 0.07700855), (710, 0.07700855), (839, 0.07700855)]"
98,"[(237, 0.60022223), (607, 0.20022222)]"
99,"[(2, 0.20022222), (373, 0.60022223)]"
100,"[(413, 0.1674132), (509, 0.30011111), (572, 0.100111105), (650, 0.13280901), (683, 0.10011111), (747, 0.10011111)]"
101,"[(449, 0.2502778), (653, 0.2502778), (745, 0.2502778)]"
102,"[(99, 0.14301588), (252, 0.14301588), (288, 0.285873), (316, 0.14301588), (699, 0.14301586)]"
103,"[(237, 0.5512857), (607, 0.10011111), (671, 0.14893651), (771, 0.10011111)]"
104,"[(369, 0.25027776), (387, 0.25027782), (532, 0.2502778)]"
105,"[(41, 0.054697108), (135, 0.05269006), (215, 0.05269006), (271, 0.15795322), (483, 0.05269006), (671, 0.20857775), (824, 0.36847952)]"
106,"[(139, 0.06545595), (332, 0.12506944), (361, 0.06493651), (378, 0.29736492), (387, 0.06287223), (427, 0.06256945), (436, 0.072217636), (483, 0.06256945), (604, 0.06256944), (815, 0.06256945)]"
107,"[(34, 0.100111105), (151, 0.11191702), (218, 0.2001111), (423, 0.10011111), (671, 0.088305205), (745, 0.10011111), (771, 0.10011111), (801, 0.10011111)]"
108,"[(7, 0.040044446), (92, 0.061453547), (135, 0.04004444), (136, 0.04004444), (194, 0.04676468), (241, 0.08004444), (452, 0.04004444), (466, 0.04004444), (478, 0.20004442), (483, 0.04004444), (515, 0.047232583), (583, 0.04068979), (671, 0.046799943), (698, 0.06495984), (762, 0.04042498), (812, 0.049592678), (888, 0.04248198)]"
109,"[(100, 0.11123456), (137, 0.11794165), (194, 0.2180999), (370, 0.16860901), (387, 0.13592778), (449, 0.13781674)]"
110,"[(68, 0.20022222), (607, 0.20022222), (745, 0.4002222)]"
111,"[(18, 0.15496047), (30, 0.16675925), (135, 0.08342593), (307, 0.08342594), (374, 0.09270322), (398, 0.08342592), (462, 0.08342593), (469, 0.08594743), (565, 0.08342593)]"
112,"[(215, 0.07700855), (271, 0.30777776), (359, 0.14028357), (367, 0.07700854), (607, 0.07700855), (671, 0.09065661), (720, 0.07700854), (824, 0.07700855)]"
113,"[(239, 0.14301588), (471, 0.17854492), (551, 0.17884229), (671, 0.21451756), (699, 0.14301588)]"
114,"[(344, 0.14301588), (359, 0.285873), (413, 0.14301588), (452, 0.14301586), (699, 0.14301588)]"
115,"[(2, 0.10005555), (18, 0.050055552), (92, 0.050055556), (171, 0.30005556), (373, 0.050055556), (409, 0.050055556), (413, 0.10005555), (626, 0.10005555), (709, 0.050055556), (745, 0.050055556), (771, 0.050055552)]"
116,"[(55, 0.28044173), (671, 0.23701346), (860, 0.3164337)]"
117,"[(201, 0.36373737), (264, 0.09101009), (361, 0.18191919), (515, 0.09101009), (888, 0.18191919)]"
118,"[(202, 0.039890423), (212, 0.037078187), (218, 0.46162936), (223, 0.037078187), (278, 0.038368326), (301, 0.0381741), (361, 0.037078187), (436, 0.07411522), (504, 0.037078183), (543, 0.037078187), (671, 0.087022595), (888, 0.038865805)]"
119,"[(92, 0.3335185), (307, 0.16685186), (459, 0.16685188), (494, 0.16685186)]"
120,"[(92, 0.056753993), (164, 0.03850427), (212, 0.038504273), (215, 0.053820632), (218, 0.04215127), (223, 0.039056495), (241, 0.1538889), (247, 0.04137177), (301, 0.039758846), (321, 0.039290763), (359, 0.069348484), (392, 0.039343473), (444, 0.038504273), (503, 0.102714494), (617, 0.051063057), (747, 0.0769658), (874, 0.041224137)]"
121,"[(3, 0.03707819), (22, 0.042695183), (29, 0.038127724), (61, 0.100307755), (135, 0.07411522), (247, 0.04156396), (321, 0.038275298), (373, 0.037181932), (745, 0.03707819), (766, 0.03707819), (771, 0.03707819), (874, 0.44287694)]"
122,"[(3, 0.03575397), (22, 0.041175462), (29, 0.03676597), (61, 0.09672924), (135, 0.07146825), (247, 0.040082898), (321, 0.03690832), (373, 0.035854004), (462, 0.035753965), (745, 0.03575397), (766, 0.035753973), (771, 0.035753965), (874, 0.42704758)]"
123,"[(323, 0.10011113), (349, 0.100111105), (413, 0.2001111), (497, 0.30011111), (699, 0.100111105), (745, 0.100111105)]"
124,"[(14, 0.07150794), (132, 0.07150794), (180, 0.08140575), (192, 0.12943439), (369, 0.11345476), (551, 0.07879021), (612, 0.104594), (671, 0.27851135)]"
125,"[(61, 0.16685186), (135, 0.16685186), (321, 0.16685183), (413, 0.16685183), (722, 0.16685183)]"
126,"[(10, 0.20022225), (359, 0.24486525), (745, 0.3555792)]"
127,"[(61, 0.16685186), (135, 0.16685183), (378, 0.16685186), (671, 0.16683738), (745, 0.16685186)]"
128,"[(135, 0.33370373), (417, 0.33370373)]"
129,"[(480, 0.6667902), (530, 0.11123456), (747, 0.11123456)]"
130,"[(326, 0.59949374), (459, 0.10011111), (548, 0.10011111), (749, 0.10011111)]"
131,"[(20, 0.055617288), (53, 0.11117283), (180, 0.05561728), (323, 0.059864905), (373, 0.3832879), (427, 0.08138507), (482, 0.05561728), (747, 0.055617288), (779, 0.08682013)]"
132,"[(110, 0.050055556), (181, 0.05053234), (256, 0.050055552), (340, 0.10879636), (459, 0.050055563), (462, 0.050055563), (470, 0.056588687), (699, 0.050055556), (746, 0.08663344), (832, 0.22670102), (883, 0.17108147)]"
133,"[(56, 0.034365315), (168, 0.030336699), (175, 0.034174122), (285, 0.34079716), (318, 0.030336702), (358, 0.15266825), (359, 0.058886845), (438, 0.037427038), (508, 0.060639728), (607, 0.031114167), (656, 0.08318678), (699, 0.030336702), (888, 0.045865174)]"
134,"[(16, 0.016685186), (56, 0.021708747), (62, 0.038785875), (129, 0.05461601), (175, 0.021438057), (259, 0.052186273), (291, 0.016897792), (374, 0.019105341), (423, 0.0212399), (453, 0.42301312), (456, 0.01754477), (485, 0.016685186), (503, 0.018614853), (504, 0.01693077), (586, 0.017776476), (607, 0.017502675), (625, 0.046350207), (638, 0.018800797), (699, 0.018156061), (717, 0.016685186), (761, 0.022969421), (771, 0.017171597), (816, 0.016685186), (819, 0.019561652), (862, 0.016685186)]"
135,"[(61, 0.1251389), (645, 0.1251389), (667, 0.6251389)]"
136,"[(242, 0.07812985), (360, 0.07700855), (399, 0.15281032), (413, 0.07700855), (422, 0.07700854), (424, 0.30777776), (543, 0.07700854), (888, 0.07700855)]"
137,"[(22, 0.1251389), (535, 0.12513888), (667, 0.12513888), (689, 0.12513888), (742, 0.12513888), (752, 0.1251389), (873, 0.1251389)]"
138,"[(22, 0.09360643), (72, 0.05269006), (86, 0.05269006), (93, 0.05269006), (103, 0.052690066), (149, 0.05269006), (150, 0.26321352), (413, 0.05269006), (495, 0.052690055), (540, 0.06440528), (576, 0.052690055), (707, 0.05269006), (873, 0.05269006)]"
139,"[(46, 0.044322733), (103, 0.046806198), (122, 0.04641217), (168, 0.04171296), (192, 0.057988126), (332, 0.04171296), (349, 0.042191256), (358, 0.09247482), (418, 0.09941364), (528, 0.083379626), (567, 0.19476628), (733, 0.04282397), (834, 0.12493042)]"
140,"[(42, 0.033338208), (77, 0.044136718), (103, 0.13686062), (108, 0.031284727), (114, 0.047254935), (291, 0.033480186), (372, 0.33638585), (494, 0.031455144), (601, 0.032448936), (698, 0.060327936), (709, 0.031284727), (819, 0.039044883), (834, 0.04939857), (888, 0.06253473)]"
141,"[(103, 0.25022826), (820, 0.2502778), (888, 0.2502778)]"
142,"[(103, 0.20022225), (733, 0.4002222), (888, 0.20022222)]"
143,"[(103, 0.4001111), (413, 0.20011017), (436, 0.10011113), (788, 0.10011113), (888, 0.100111105)]"
144,"[(39, 0.026345033), (86, 0.052660823), (153, 0.03975076), (163, 0.02634503), (288, 0.03923169), (362, 0.40337628), (435, 0.029246008), (464, 0.03554352), (583, 0.02634503), (617, 0.037462566), (650, 0.026345033), (674, 0.052660815), (691, 0.026345033), (725, 0.02634503), (732, 0.034305457), (766, 0.036221664), (783, 0.026417805), (875, 0.02926216)]"
145,"[(314, 0.20022225), (330, 0.20022222), (384, 0.20022221), (691, 0.20022222)]"
146,"[(225, 0.66675925), (521, 0.08342593), (691, 0.08342593), (708, 0.08342593)]"
147,"[(244, 0.111234576), (297, 0.15809518), (315, 0.111234576), (649, 0.111234576), (691, 0.111234576), (761, 0.111234576), (819, 0.17548507)]"
148,"[(63, 0.14301588), (126, 0.14301586), (258, 0.14301588), (301, 0.14301586), (558, 0.14301586), (691, 0.14301588)]"
149,"[(392, 0.3335185), (543, 0.16685186), (572, 0.16685183), (691, 0.16685186)]"
150,"[(321, 0.111234576), (398, 0.555679), (691, 0.111234576), (888, 0.11123456)]"
151,"[(4, 0.0910101), (79, 0.0910101), (357, 0.27080387), (474, 0.09259946), (475, 0.09144518), (663, 0.09101009), (713, 0.0910101), (779, 0.09101009)]"
152,"[(53, 0.1429365), (71, 0.07150794), (452, 0.07150794), (475, 0.07150794), (551, 0.071507946), (566, 0.07150794), (592, 0.0718651), (622, 0.35686502)]"
153,"[(78, 0.16685183), (438, 0.16685183), (475, 0.16685183), (484, 0.16685186), (819, 0.16685186)]"
154,"[(71, 0.14301586), (155, 0.14301588), (277, 0.14301588), (322, 0.14301588), (474, 0.14301588), (475, 0.14301586)]"
155,"[(475, 0.16685186), (492, 0.16685186), (663, 0.16685186), (665, 0.16685183), (848, 0.16685183)]"
156,"[(69, 0.40007406), (149, 0.06674074), (258, 0.19423747), (331, 0.06674074), (470, 0.07257734), (671, 0.066740744), (733, 0.066740744)]"
157,"[(203, 0.0910101), (450, 0.18191919), (689, 0.09101009), (776, 0.54555553)]"
158,"[(52, 0.04767196), (125, 0.04767196), (290, 0.04767196), (455, 0.05042025), (459, 0.2450333), (532, 0.17610574), (759, 0.051674757), (771, 0.084403045), (819, 0.11892198), (826, 0.08333509)]"
159,"[(34, 0.058888897), (60, 0.058888897), (247, 0.0720111), (301, 0.05888889), (365, 0.05888889), (516, 0.17653595), (683, 0.05888889), (833, 0.29418302), (863, 0.10459021)]"
160,"[(149, 0.048837002), (265, 0.03707819), (309, 0.03707819), (318, 0.037078194), (398, 0.03798105), (410, 0.05937894), (475, 0.05171972), (576, 0.03707819), (667, 0.037078187), (696, 0.4208278), (706, 0.09939341), (759, 0.059927803)]"
161,"[(557, 0.20022224), (568, 0.20022221), (611, 0.20022224), (819, 0.20022221)]"
162,"[(7, 0.025669519), (15, 0.17951566), (96, 0.025669517), (123, 0.036445796), (173, 0.025669513), (175, 0.04121057), (270, 0.025669519), (302, 0.028879741), (319, 0.025669519), (336, 0.025669519), (410, 0.030566894), (440, 0.025669513), (501, 0.025669513), (503, 0.025669513), (515, 0.035935808), (555, 0.05161745), (605, 0.03009252), (664, 0.025669519), (693, 0.025669513), (740, 0.025669513), (768, 0.04685878), (779, 0.05131054), (783, 0.025780397), (787, 0.025669519), (808, 0.025669513), (839, 0.025669513), (858, 0.03187132)]"
163,"[(56, 0.04171296), (79, 0.04171296), (153, 0.04171296), (291, 0.04171296), (496, 0.041712966), (558, 0.083379626), (583, 0.04171296), (706, 0.041712966), (759, 0.083379626), (845, 0.45837963), (896, 0.04171297)]"
164,"[(29, 0.030031113), (92, 0.032659456), (132, 0.0571746), (164, 0.028603176), (202, 0.029590923), (293, 0.028603176), (320, 0.22802386), (327, 0.033252984), (330, 0.034933873), (338, 0.031063346), (359, 0.04006522), (483, 0.028603176), (551, 0.029482422), (597, 0.028603176), (671, 0.061608247), (745, 0.11647938), (759, 0.028603172), (834, 0.07540457), (888, 0.029245883)]"
165,"[(78, 0.1429365), (108, 0.07150793), (360, 0.07150793), (450, 0.08937087), (679, 0.33648628), (699, 0.07150794), (771, 0.071507946), (859, 0.07438097)]"
166,"[(61, 0.07150794), (98, 0.28579363), (253, 0.071507946), (367, 0.07150793), (399, 0.07150794), (443, 0.07150794), (557, 0.071507946), (698, 0.07150794), (739, 0.07150793), (888, 0.07150794)]"
167,"[(29, 0.05269006), (121, 0.05269006), (260, 0.05269006), (264, 0.05269006), (338, 0.05269006), (384, 0.052690066), (386, 0.05269006), (504, 0.05269006), (683, 0.05269006), (713, 0.05269006), (767, 0.05269006), (796, 0.05269006), (819, 0.05269006), (833, 0.21058479), (888, 0.05269006)]"
168,"[(108, 0.0910101), (189, 0.0910101), (252, 0.27282828), (270, 0.0910101), (351, 0.0910101), (592, 0.09101009), (832, 0.0910101), (875, 0.0910101)]"
169,"[(59, 0.026579209), (78, 0.025887003), (79, 0.024417344), (86, 0.024417344), (96, 0.024417344), (99, 0.03449768), (104, 0.025789866), (105, 0.19514905), (133, 0.024417344), (185, 0.024417344), (215, 0.032315686), (247, 0.025966845), (331, 0.024417344), (413, 0.038802564), (486, 0.024417343), (547, 0.026927), (551, 0.024417344), (647, 0.024417344), (691, 0.048807587), (711, 0.02814679), (735, 0.024417344), (768, 0.16950907), (796, 0.024417344), (834, 0.029291023)]"
